,selected_image_indices,value,selected_image_names,selected_images,selected_image_classes
105,422,0.043780364,de57c9e9fa93.png,"[[[ 3  5  7]
  [ 3  5  8]
  [ 4  5  8]
  ...
  [ 4  4  9]
  [ 4  4  8]
  [ 4  4  7]]

 [[ 4  5  7]
  [ 4  5  9]
  [ 4  5  7]
  ...
  [ 4  5  8]
  [ 4  4  8]
  [ 5  5  7]]

 [[ 4  5  8]
  [ 4  5  8]
  [ 4  5  7]
  ...
  [ 4  5  8]
  [ 5  5  7]
  [ 4  5  7]]

 ...

 [[ 5  5 10]
  [ 5  5  9]
  [ 5  5  8]
  ...
  [ 4  5  8]
  [ 4  5  8]
  [ 4  5  7]]

 [[ 4  4  9]
  [ 5  5  8]
  [ 4  5  8]
  ...
  [ 5  5  9]
  [ 4  5  9]
  [ 4  5  8]]

 [[ 4  5  9]
  [ 4  5  8]
  [ 4  5  7]
  ...
  [ 5  4  8]
  [ 4  5  8]
  [ 4  5  7]]]",Normal
106,3330,0.043645173,72595230840c.png,"[[[5 4 6]
  [5 4 6]
  [5 4 6]
  ...
  [6 4 6]
  [5 4 6]
  [4 4 5]]

 [[5 4 6]
  [5 4 6]
  [5 5 6]
  ...
  [5 4 6]
  [5 4 7]
  [5 4 6]]

 [[5 4 6]
  [5 4 6]
  [5 4 6]
  ...
  [5 4 7]
  [5 4 6]
  [4 4 6]]

 ...

 [[5 5 6]
  [6 5 6]
  [6 5 7]
  ...
  [6 5 6]
  [5 4 7]
  [5 4 6]]

 [[6 5 6]
  [6 5 6]
  [6 5 7]
  ...
  [6 5 6]
  [5 5 6]
  [5 4 7]]

 [[6 5 6]
  [6 5 6]
  [5 5 6]
  ...
  [6 4 5]
  [5 5 6]
  [5 4 6]]]",Severe
107,3368,0.043410763,61e301bd3c25.png,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [2 1 1]
  [1 1 1]
  [2 1 2]]

 [[2 1 1]
  [1 1 1]
  [2 1 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 2]]

 [[2 1 2]
  [2 1 2]
  [2 0 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Severe
108,150,0.04337178,01d9477b1171.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
109,3538,0.043225963,3b185ac445d0.png,"[[[1 0 0]
  [1 0 0]
  [1 1 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[1 0 0]
  [1 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[1 0 0]
  [1 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 1 0]
  [1 0 0]
  [2 0 0]
  ...
  [1 0 0]
  [1 0 0]
  [0 0 1]]

 [[2 0 0]
  [2 0 1]
  [1 1 1]
  ...
  [2 0 1]
  [2 0 0]
  [0 1 0]]

 [[3 0 0]
  [0 0 4]
  [0 0 3]
  ...
  [3 0 2]
  [4 0 0]
  [0 1 0]]]",Severe
110,1634,0.04314353,a7673ac44509.png,"[[[6 5 7]
  [6 5 6]
  [6 6 6]
  ...
  [5 5 6]
  [5 4 6]
  [5 4 6]]

 [[6 5 6]
  [6 6 6]
  [6 6 6]
  ...
  [6 4 6]
  [5 5 6]
  [5 4 6]]

 [[6 5 6]
  [6 6 6]
  [6 6 6]
  ...
  [5 5 6]
  [5 5 6]
  [5 5 5]]

 ...

 [[6 5 7]
  [6 5 7]
  [6 5 7]
  ...
  [5 5 6]
  [5 5 7]
  [5 5 7]]

 [[6 5 6]
  [6 5 7]
  [6 5 7]
  ...
  [5 5 6]
  [5 4 6]
  [5 4 7]]

 [[5 5 5]
  [5 5 6]
  [5 5 6]
  ...
  [5 5 7]
  [6 4 6]
  [5 4 6]]]",Normal
111,1981,0.043076444,a3b2e93d058b.png,"[[[1 1 2]
  [3 0 2]
  [3 1 1]
  ...
  [3 0 2]
  [3 1 2]
  [2 0 2]]

 [[2 1 2]
  [3 0 3]
  [3 0 2]
  ...
  [4 0 2]
  [3 0 2]
  [2 0 2]]

 [[4 0 2]
  [4 0 3]
  [4 0 3]
  ...
  [4 1 2]
  [3 0 2]
  [3 0 2]]

 ...

 [[3 0 2]
  [3 0 2]
  [2 0 2]
  ...
  [2 0 2]
  [2 0 2]
  [2 0 2]]

 [[3 1 3]
  [3 0 2]
  [2 0 2]
  ...
  [2 0 2]
  [2 0 2]
  [2 0 2]]

 [[3 0 2]
  [3 1 3]
  [2 0 2]
  ...
  [3 0 2]
  [2 0 2]
  [2 0 2]]]",Mild
112,570,0.04299293,737ef6226677.png,"[[[2 1 0]
  [2 1 0]
  [3 2 0]
  ...
  [2 1 0]
  [2 1 0]
  [3 2 1]]

 [[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [3 0 0]
  [3 0 0]
  [4 1 1]]

 [[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [4 1 0]
  [5 0 0]
  [6 1 1]]

 ...

 [[1 1 1]
  [1 1 1]
  [0 0 0]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [0 0 0]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [0 0 0]]]",Normal
113,2699,0.04272826,ed88faaa325a.png,"[[[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [2 0 1]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [2 0 1]
  [3 1 2]
  [3 1 2]]

 ...

 [[2 0 1]
  [3 1 2]
  [3 1 2]
  ...
  [1 1 1]
  [2 2 2]
  [1 1 1]]

 [[2 0 1]
  [3 1 2]
  [2 0 1]
  ...
  [1 1 1]
  [2 2 2]
  [1 1 1]]

 [[1 1 1]
  [2 1 2]
  [2 0 1]
  ...
  [1 1 1]
  [2 1 1]
  [2 0 1]]]",Mild
114,195,0.042656723,a07d571bf7ba.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
115,1650,0.04258048,084c02cf077f.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
116,2525,0.0424171,4f46d7ee61ed.png,"[[[1 1 1]
  [2 2 2]
  [2 2 2]
  ...
  [2 0 1]
  [3 1 2]
  [3 1 2]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[1 1 1]
  [2 1 2]
  [3 1 2]
  ...
  [2 0 1]
  [3 1 2]
  [3 1 2]]

 ...

 [[2 0 1]
  [1 1 1]
  [1 1 1]
  ...
  [3 1 2]
  [2 0 1]
  [3 1 2]]

 [[3 1 2]
  [1 1 1]
  [1 1 1]
  ...
  [3 1 2]
  [2 0 1]
  [2 1 2]]

 [[3 1 2]
  [3 0 2]
  [2 0 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Mild
117,2522,0.042360656,a3802934bad7.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[3 0 0]
  [0 1 3]
  [0 2 0]
  ...
  [1 0 2]
  [1 0 0]
  [0 0 0]]

 [[1 1 0]
  [1 0 5]
  [1 1 1]
  ...
  [0 1 0]
  [0 2 0]
  [0 0 3]]

 [[0 4 0]
  [3 0 7]
  [5 0 2]
  ...
  [0 2 0]
  [0 2 0]
  [0 0 5]]]",Mild
118,3468,0.042238984,0ada12c0e78f.png,"[[[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 7]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 3 7]
  ...
  [5 4 6]
  [5 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 3 6]
  [4 4 7]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 ...

 [[4 4 7]
  [4 5 7]
  [5 5 7]
  ...
  [5 5 7]
  [5 5 7]
  [5 5 8]]

 [[5 4 6]
  [5 4 7]
  [5 5 6]
  ...
  [5 5 8]
  [5 5 7]
  [5 5 7]]

 [[5 4 6]
  [5 4 6]
  [5 4 6]
  ...
  [5 5 7]
  [5 5 7]
  [5 5 7]]]",Severe
119,1265,0.042168085,1e036f2e7095.png,"[[[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 7]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 7]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 3 7]
  [4 4 7]]

 ...

 [[4 4 6]
  [4 4 7]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 7]]

 [[4 4 6]
  [4 4 5]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]]",Normal
120,3340,0.04204306,9cc6b1f9bcbd.png,"[[[4 4 6]
  [5 4 6]
  [5 4 6]
  ...
  [5 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [5 4 6]
  [5 4 6]
  ...
  [5 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [5 5 6]
  [5 4 6]
  ...
  [5 4 6]
  [5 4 6]
  [4 4 6]]

 ...

 [[5 4 7]
  [5 5 6]
  [5 5 6]
  ...
  [5 4 6]
  [5 4 7]
  [4 4 7]]

 [[5 5 6]
  [5 5 6]
  [6 5 6]
  ...
  [5 4 6]
  [5 4 6]
  [5 4 6]]

 [[5 4 7]
  [5 4 6]
  [6 5 6]
  ...
  [4 4 6]
  [5 4 6]
  [5 5 7]]]",Severe
121,1100,0.041992012,e632e38fd2d4.png,"[[[10  8 14]
  [10  9 14]
  [10  9 14]
  ...
  [10  8 14]
  [10  8 14]
  [ 9  8 13]]

 [[10  8 14]
  [10  8 14]
  [10  9 14]
  ...
  [ 9  8 14]
  [ 9  8 13]
  [10  8 13]]

 [[10  9 14]
  [10  9 14]
  [10  9 14]
  ...
  [10  8 14]
  [ 9  8 14]
  [10  8 13]]

 ...

 [[10  8 14]
  [10  9 14]
  [10  9 14]
  ...
  [ 9  8 14]
  [ 9  8 14]
  [10  8 14]]

 [[10  8 14]
  [10  9 14]
  [10  8 14]
  ...
  [ 9  8 14]
  [ 9  8 14]
  [10  8 13]]

 [[10  8 14]
  [10  9 14]
  [10  9 15]
  ...
  [ 9  8 14]
  [10  8 14]
  [10  8 13]]]",Normal
122,3248,0.041876875,fcc6aa6755e6.png,"[[[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [1 1 1]
  [2 2 2]
  [1 1 1]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [1 1 1]
  ...
  [1 1 1]
  [2 2 2]
  [2 2 2]]

 ...

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[4 2 3]
  [4 2 3]
  [3 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [3 2 2]]

 [[3 1 2]
  [4 2 3]
  [2 3 2]
  ...
  [2 2 2]
  [3 1 2]
  [4 2 3]]]",Severe
123,3320,0.04178523,20d5fdd450ae.png,"[[[1 1 1]
  [2 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [1 1 1]]

 [[2 2 2]
  [2 1 1]
  [2 0 1]
  ...
  [3 1 2]
  [2 1 1]
  [2 2 2]]

 [[3 1 2]
  [3 2 2]
  [2 2 2]
  ...
  [3 1 2]
  [2 0 1]
  [3 1 2]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [2 0 1]
  [2 1 1]
  [1 1 1]]

 [[2 2 2]
  [1 1 1]
  [1 1 1]
  ...
  [2 0 1]
  [1 0 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]",Severe
124,3510,0.041660096,eadc57064154.png,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [2 1 0]
  [2 1 0]
  [2 1 0]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [2 1 0]
  [2 1 0]
  [3 2 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 0 0]
  [1 0 0]
  [2 1 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Severe
125,1272,0.041590456,780be525036d.png,"[[[1 1 1]
  [1 1 1]
  [0 0 0]
  ...
  [2 2 2]
  [1 1 1]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [0 0 0]
  ...
  [2 2 2]
  [1 1 1]
  [0 0 0]]

 [[1 1 1]
  [1 1 1]
  [0 0 0]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[1 1 1]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
126,3609,0.041489147,39aa3cd93c50.png,"[[[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 3 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 ...

 [[4 4 7]
  [4 4 7]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 7]
  [4 4 6]
  ...
  [5 3 6]
  [4 4 6]
  [5 4 6]]

 [[4 4 6]
  [5 4 6]
  [4 5 7]
  ...
  [4 4 6]
  [4 4 7]
  [5 4 5]]]",Severe
127,3373,0.041390534,03a7f4a5786f.png,"[[[8 4 4]
  [8 4 3]
  [9 4 2]
  ...
  [8 4 3]
  [8 4 3]
  [8 3 3]]

 [[8 4 3]
  [9 4 3]
  [9 4 3]
  ...
  [8 4 3]
  [8 4 3]
  [8 3 3]]

 [[8 5 4]
  [8 4 3]
  [9 4 3]
  ...
  [8 4 3]
  [8 4 3]
  [8 4 3]]

 ...

 [[9 4 3]
  [9 4 4]
  [8 4 3]
  ...
  [9 5 4]
  [8 5 4]
  [9 4 3]]

 [[9 4 4]
  [9 4 3]
  [8 4 3]
  ...
  [8 4 3]
  [8 4 3]
  [9 4 3]]

 [[8 4 3]
  [8 4 3]
  [8 4 3]
  ...
  [8 4 3]
  [8 4 2]
  [8 3 3]]]",Severe
128,3602,0.041349888,62318d514160.png,"[[[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [3 1 2]
  [3 1 2]]

 ...

 [[3 1 2]
  [2 0 1]
  [2 2 2]
  ...
  [2 2 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [2 0 1]
  [2 2 2]
  ...
  [2 2 2]
  [3 1 2]
  [3 1 2]]

 [[3 1 2]
  [3 1 2]
  [2 2 2]
  ...
  [2 2 2]
  [3 1 2]
  [3 1 2]]]",Severe
129,1797,0.04124222,e3cd96cb094c.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
130,3623,0.041142818,5b76117c4bcb.png,"[[[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]

 ...

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[3 1 2]
  [3 1 2]
  [3 1 2]
  ...
  [3 1 2]
  [2 2 2]
  [2 2 2]]]",Severe
131,210,0.041078385,8be6629a6039.png,"[[[10  8 13]
  [10  8 13]
  [10  7 14]
  ...
  [10  7 14]
  [10  7 14]
  [10  7 14]]

 [[10  8 13]
  [10  8 13]
  [10  7 14]
  ...
  [10  7 14]
  [10  7 14]
  [10  7 14]]

 [[10  7 14]
  [10  7 14]
  [10  7 14]
  ...
  [10  7 14]
  [10  7 14]
  [11  8 15]]

 ...

 [[10  7 14]
  [10  7 14]
  [ 9  8 14]
  ...
  [11  8 15]
  [10  8 14]
  [10  8 13]]

 [[10  7 14]
  [10  7 14]
  [10  9 15]
  ...
  [10  7 14]
  [10  7 14]
  [10  7 14]]

 [[10  7 14]
  [10  7 14]
  [ 9  8 14]
  ...
  [11  8 15]
  [10  7 15]
  [10  8 14]]]",Normal
132,2138,0.040957745,54cab3596214.png,"[[[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [2 1 0]
  [2 1 0]
  [3 2 0]]

 [[2 1 0]
  [2 1 0]
  [2 1 0]
  ...
  [2 1 0]
  [2 1 0]
  [3 2 1]]

 [[2 1 0]
  [3 2 1]
  [2 1 0]
  ...
  [2 1 0]
  [2 1 0]
  [2 1 0]]

 ...

 [[1 1 1]
  [0 0 0]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Mild
133,2566,0.040899772,086d41d17da8.png,"[[[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 0 1]
  [2 0 1]
  [2 0 1]]

 ...

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 0 1]
  [2 0 1]
  [1 1 1]]

 [[2 0 1]
  [2 0 1]
  [2 0 1]
  ...
  [2 0 1]
  [2 0 1]
  [1 1 1]]]",Mild
134,1971,0.04080741,d9bbdc33db83.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[4 0 0]
  [0 2 0]
  [1 1 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[3 0 1]
  [0 2 0]
  [1 1 0]
  ...
  [0 0 0]
  [0 0 0]
  [1 0 0]]

 [[1 0 4]
  [0 2 1]
  [4 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [1 0 2]]]",Mild
135,1666,0.040720094,6bf26b777e3a.png,"[[[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 7]
  [4 4 6]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 ...

 [[5 4 7]
  [5 4 7]
  [5 5 7]
  ...
  [4 4 6]
  [4 4 7]
  [4 4 6]]

 [[4 4 7]
  [4 4 7]
  [5 5 7]
  ...
  [4 4 6]
  [4 4 6]
  [4 4 6]]

 [[4 4 6]
  [4 4 6]
  [4 5 7]
  ...
  [4 4 7]
  [4 4 7]
  [4 4 6]]]",Normal
136,1586,0.040687483,870f433e8f37.png,"[[[1 1 1]
  [1 1 1]
  [2 2 2]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [0 0 0]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
137,590,0.040588997,1d74c4713e21.png,"[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]",Normal
138,2757,0.04048601,18af532e7e1e.png,"[[[4 4 6]
  [4 4 6]
  [4 4 6]
  ...
  [5 4 7]
  [5 4 7]
  [5 4 6]]

 [[4 4 6]
  [4 4 7]
  [4 4 7]
  ...
  [4 4 6]
  [5 4 7]
  [5 4 6]]

 [[4 3 6]
  [4 4 6]
  [4 4 6]
  ...
  [4 4 6]
  [5 4 6]
  [5 4 6]]

 ...

 [[4 4 5]
  [5 4 6]
  [4 4 7]
  ...
  [4 5 7]
  [5 4 7]
  [4 4 6]]

 [[4 4 6]
  [4 4 7]
  [4 4 6]
  ...
  [4 4 6]
  [5 4 7]
  [5 4 6]]

 [[5 4 6]
  [4 4 7]
  [4 4 7]
  ...
  [4 4 7]
  [4 4 6]
  [5 4 6]]]",Mild
139,2172,0.040426895,a88f68b0b114.png,"[[[1 1 1]
  [2 1 1]
  [2 1 1]
  ...
  [2 1 1]
  [1 1 1]
  [2 1 1]]

 [[2 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [2 0 1]
  [1 1 1]
  [2 1 1]]

 [[2 1 1]
  [1 1 1]
  [2 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [2 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [2 1 1]
  [1 1 1]
  [1 1 1]]]",Mild
